"species","variable","permutation","score"
"R. tomentosum","bio9",22,0.955182992819375
"R. tomentosum","bio9",23,0.948646518285916
"R. tomentosum","bio9",24,0.935338205808194
"R. tomentosum","bio9",25,0.954518849127067
"R. tomentosum","bio9",26,0.937937016860963
"R. tomentosum","bio9",27,0.962453340907847
"R. tomentosum","bio9",28,0.946528123467526
"R. tomentosum","bio9",29,0.940273922308334
"R. tomentosum","bio9",30,0.962001652329825
"R. tomentosum","bio9",31,0.945742374376202
"R. tomentosum","bio9",32,0.950033462364714
"R. tomentosum","bio9",33,0.948228976548437
"R. tomentosum","bio9",34,0.944981044849642
"R. tomentosum","bio9",35,0.94373288347465
"R. tomentosum","bio9",36,0.952584592778943
"R. tomentosum","bio9",37,0.943725337742799
"R. tomentosum","bio9",38,0.941542594338437
"R. tomentosum","bio9",39,0.938442079582008
"R. tomentosum","bio9",40,0.94665963150285
"R. tomentosum","bio9",41,0.950170581295939
"R. tomentosum","bio9",42,0.955177328986686
"R. tomentosum","bio9",43,0.950448781434799
"R. tomentosum","bio9",44,0.956602982571968
"R. tomentosum","bio9",45,0.955371059764425
"R. tomentosum","bio9",46,0.946214568964428
"R. tomentosum","bio9",47,0.943213928574693
"R. tomentosum","bio9",48,0.953039856730001
"R. tomentosum","bio9",49,0.958640081109874
"R. tomentosum","bio9",50,0.943758176711592
"R. tomentosum","bio9",51,0.947544120100888
"R. tomentosum","bio9",52,0.954273853035759
"R. tomentosum","bio9",53,0.933807894645447
"R. tomentosum","bio9",54,0.941005765027381
"R. tomentosum","bio9",55,0.960556841337758
"R. tomentosum","bio9",56,0.92786288455795
"R. tomentosum","bio9",57,0.96194578645643
"R. tomentosum","bio9",58,0.954239099769554
"R. tomentosum","bio9",59,0.936389855200899
"R. tomentosum","bio9",60,0.930527929496871
"R. tomentosum","bio9",61,0.953506064360919
"R. tomentosum","bio9",62,0.948678890542313
"R. tomentosum","bio9",63,0.956231087404221
"R. tomentosum","bio9",64,0.950792010362861
"R. tomentosum","bio9",65,0.939895619854155
"R. tomentosum","bio9",66,0.939038818082698
"R. tomentosum","bio9",67,0.937921399910779
"R. tomentosum","bio9",68,0.950521004870423
"R. tomentosum","bio9",69,0.944890814806023
"R. tomentosum","bio9",70,0.958943694134509
"R. tomentosum","bio9",71,0.947524179482154
"R. tomentosum","bio9",72,0.940069265205896
"R. tomentosum","bio9",73,0.939791029977165
"R. tomentosum","bio9",74,0.966440353980988
"R. tomentosum","bio9",75,0.939318403996561
"R. tomentosum","bio9",76,0.946884153337371
"R. tomentosum","bio9",77,0.968374264429548
"R. tomentosum","bio9",78,0.947734478567856
"R. tomentosum","bio9",79,0.959117802257097
"R. tomentosum","bio9",80,0.952906513590695
"R. tomentosum","bio9",81,0.948636184055711
"R. tomentosum","bio9",82,0.956240727819861
"R. tomentosum","bio9",83,0.935960546885321
"R. tomentosum","bio9",84,0.942338587643004
"R. tomentosum","bio9",85,0.961384980056671
"R. tomentosum","bio9",86,0.934775099345776
"R. tomentosum","bio9",87,0.954272073869959
"R. tomentosum","bio9",88,0.955012964346714
"R. tomentosum","bio9",89,0.93944028483738
"R. tomentosum","bio9",90,0.930167310199471
"R. tomentosum","bio9",91,0.943354262004319
"R. tomentosum","bio9",92,0.952396104250321
"R. tomentosum","bio9",93,0.954257086626981
"R. tomentosum","bio9",94,0.953625389712876
"R. tomentosum","bio9",95,0.937813128427167
"R. tomentosum","bio9",96,0.945931592200977
"R. tomentosum","bio9",97,0.934041814715464
"R. tomentosum","bio9",98,0.954773961727083
"R. tomentosum","bio9",99,0.952713476350111
"R. tomentosum","bio9",100,0.950045203705847
"R. tomentosum","bio12",1,0.0956674343367956
"R. tomentosum","bio12",2,0.0971368291242799
"R. tomentosum","bio12",3,0.095775151934388
"R. tomentosum","bio12",4,0.0974522252377791
"R. tomentosum","bio12",5,0.0959386339840733
"R. tomentosum","bio12",6,0.0957195407308502
"R. tomentosum","bio12",7,0.0975371040247195
"R. tomentosum","bio12",8,0.0982154288236091
"R. tomentosum","bio12",9,0.0964485096474736
"R. tomentosum","bio12",10,0.0992148500611495
"R. tomentosum","bio12",11,0.0963723524348947
"R. tomentosum","bio12",12,0.0967895358299588
"R. tomentosum","bio12",13,0.0967837496965266
"R. tomentosum","bio12",14,0.0953044089095583
"R. tomentosum","bio12",15,0.0977584797204872
"R. tomentosum","bio12",16,0.0981575254325094
"R. tomentosum","bio12",17,0.0964651220130716
"R. tomentosum","bio12",18,0.0965934436749009
"R. tomentosum","bio12",19,0.0960206114477193
"R. tomentosum","bio12",20,0.096092023045831
"R. tomentosum","bio12",21,0.0968180577624651
"R. tomentosum","bio12",22,0.0980048683904232
"R. tomentosum","bio12",23,0.0958106045939895
"R. tomentosum","bio12",24,0.0970253564419854
"R. tomentosum","bio12",25,0.0984081436845251
"R. tomentosum","bio12",26,0.09775355360678
"R. tomentosum","bio12",27,0.0962421162001691
"R. tomentosum","bio12",28,0.0961448057178172
"R. tomentosum","bio12",29,0.0971698609050653
"R. tomentosum","bio12",30,0.0978766384339037
"R. tomentosum","bio12",31,0.0975486297109479
"R. tomentosum","bio12",32,0.0949618091794303
"R. tomentosum","bio12",33,0.10022783732604
"R. tomentosum","bio12",34,0.0988572593006205
"R. tomentosum","bio12",35,0.0950412156925202
"R. tomentosum","bio12",36,0.098141846892851
"R. tomentosum","bio12",37,0.0999970386522658
"R. tomentosum","bio12",38,0.0965728462218762
"R. tomentosum","bio12",39,0.0989220422820735
"R. tomentosum","bio12",40,0.0964276241377479
"R. tomentosum","bio12",41,0.0991089967539158
"R. tomentosum","bio12",42,0.0976351957886703
"R. tomentosum","bio12",43,0.0990453593453882
"R. tomentosum","bio12",44,0.0978950564524723
"R. tomentosum","bio12",45,0.0952979943992937
"R. tomentosum","bio12",46,0.0947036195081749
"R. tomentosum","bio12",47,0.0959385766093647
"R. tomentosum","bio12",48,0.0970715888828851
"R. tomentosum","bio12",49,0.0970966460468338
"R. tomentosum","bio12",50,0.0954428970159333
"R. tomentosum","bio12",51,0.0945119437013879
"R. tomentosum","bio12",52,0.099725634296606
"R. tomentosum","bio12",53,0.097594176802833
"R. tomentosum","bio12",54,0.0994838625135532
"R. tomentosum","bio12",55,0.096326635266361
"R. tomentosum","bio12",56,0.099497325151893
"R. tomentosum","bio12",57,0.0965177895396044
"R. tomentosum","bio12",58,0.0969602607550156
"R. tomentosum","bio12",59,0.09575478109979
"R. tomentosum","bio12",60,0.0975245480905647
"R. tomentosum","bio12",61,0.098158908376054
"R. tomentosum","bio12",62,0.0987323168206027
"R. tomentosum","bio12",63,0.0955855509929575
"R. tomentosum","bio12",64,0.0976164184028081
"R. tomentosum","bio12",65,0.0984585800537218
"R. tomentosum","bio12",66,0.0965036953315381
"R. tomentosum","bio12",67,0.0959443765506908
"R. tomentosum","bio12",68,0.0959154630746439
"R. tomentosum","bio12",69,0.0981542086217357
"R. tomentosum","bio12",70,0.0983520616415198
"R. tomentosum","bio12",71,0.098512870276248
"R. tomentosum","bio12",72,0.093799165731618
"R. tomentosum","bio12",73,0.0951135408722396
"R. tomentosum","bio12",74,0.0978304064868658
"R. tomentosum","bio12",75,0.098588797657013
"R. tomentosum","bio12",76,0.0966795990142242
"R. tomentosum","bio12",77,0.0974914045886582
"R. tomentosum","bio12",78,0.0972420493947719
"R. tomentosum","bio12",79,0.0992932334610609
"R. tomentosum","bio12",80,0.0984719223665094
"R. tomentosum","bio12",81,0.0967810814109259
"R. tomentosum","bio12",82,0.0942894848395951
"R. tomentosum","bio12",83,0.0984471851644092
"R. tomentosum","bio12",84,0.0972394947150299
"R. tomentosum","bio12",85,0.0961779468470817
"R. tomentosum","bio12",86,0.096565118189366
"R. tomentosum","bio12",87,0.0989986068264065
"R. tomentosum","bio12",88,0.0956158590218509
"R. tomentosum","bio12",89,0.0953839110048218
"R. tomentosum","bio12",90,0.0970216300820577
"R. tomentosum","bio12",91,0.096288814298048
"R. tomentosum","bio12",92,0.0961538448572876
"R. tomentosum","bio12",93,0.0965734084783626
"R. tomentosum","bio12",94,0.0981955426407715
"R. tomentosum","bio12",95,0.0959763878466263
"R. tomentosum","bio12",96,0.0971548538253252
"R. tomentosum","bio12",97,0.0980391441076035
"R. tomentosum","bio12",98,0.097340449691781
"R. tomentosum","bio12",99,0.0953304440200392
"R. tomentosum","bio12",100,0.0971297568013305
"R. tomentosum","bio14",1,0.0122043954246602
"R. tomentosum","bio14",2,0.0121011487372543
"R. tomentosum","bio14",3,0.0120764532067855
"R. tomentosum","bio14",4,0.0120486953274189
"R. tomentosum","bio14",5,0.0121804252185818
"R. tomentosum","bio14",6,0.0124372778091869
"R. tomentosum","bio14",7,0.0123861107806612
"R. tomentosum","bio14",8,0.0121883957664287
"R. tomentosum","bio14",9,0.0122536811906947
"R. tomentosum","bio14",10,0.012237499507197
"R. tomentosum","bio14",11,0.0122553282107508
"R. tomentosum","bio14",12,0.0119978435988966
"R. tomentosum","bio14",13,0.0121817523734014
"R. tomentosum","bio14",14,0.012268093970507
"R. tomentosum","bio14",15,0.012249889957576
"R. tomentosum","bio14",16,0.0119655495674854
"R. tomentosum","bio14",17,0.0123537074017145
"R. tomentosum","bio14",18,0.0123435058949658
"R. tomentosum","bio14",19,0.0120989559357387
"R. tomentosum","bio14",20,0.0122226182284402
"R. tomentosum","bio14",21,0.0120420500008933
"R. tomentosum","bio14",22,0.012550908831426
"R. tomentosum","bio14",23,0.0124383828670119
"R. tomentosum","bio14",24,0.0122605404091392
"R. tomentosum","bio14",25,0.0122627166263186
"R. tomentosum","bio14",26,0.0123106083566431
"R. tomentosum","bio14",27,0.012143172217853
"R. tomentosum","bio14",28,0.0122356697726465
"R. tomentosum","bio14",29,0.0122213832649126
"R. tomentosum","bio14",30,0.012376983337159
"R. tomentosum","bio14",31,0.0120500652679056
"R. tomentosum","bio14",32,0.0121524626420958
"R. tomentosum","bio14",33,0.0124780087589843
"R. tomentosum","bio14",34,0.0121778730447486
"R. tomentosum","bio14",35,0.0121932398822293
"R. tomentosum","bio14",36,0.0122791131493587
"R. tomentosum","bio14",37,0.0122544815576773
"R. tomentosum","bio14",38,0.0125842667009547
"R. tomentosum","bio14",39,0.0122150240270275
"R. tomentosum","bio14",40,0.0123403822234683
"R. tomentosum","bio14",41,0.0119947788144569
"R. tomentosum","bio14",42,0.0122347949865041
"R. tomentosum","bio14",43,0.0122265392634426
"R. tomentosum","bio14",44,0.0123646817046489
"R. tomentosum","bio14",45,0.0124270185021809
"R. tomentosum","bio14",46,0.0122346692204082
"R. tomentosum","bio14",47,0.0124272688078595
"R. tomentosum","bio14",48,0.0123686148669797
"R. tomentosum","bio14",49,0.0125168471873014
"R. tomentosum","bio14",50,0.0119826179775248
"R. tomentosum","bio14",51,0.0122461181341338
"R. tomentosum","bio14",52,0.0119864197096331
"R. tomentosum","bio14",53,0.0122442340521105
"R. tomentosum","bio14",54,0.0122261208586542
"R. tomentosum","bio14",55,0.0123682287627431
"R. tomentosum","bio14",56,0.0122875433562457
"R. tomentosum","bio14",57,0.0122482941579064
"R. tomentosum","bio14",58,0.0122064113484611
"R. tomentosum","bio14",59,0.01201362056758
"R. tomentosum","bio14",60,0.0121790314444404
"R. tomentosum","bio14",61,0.0122272619881544
"R. tomentosum","bio14",62,0.0126359923618786
"R. tomentosum","bio14",63,0.0120842347838021
"R. tomentosum","bio14",64,0.0124037558793919
"R. tomentosum","bio14",65,0.0121669516954496
"R. tomentosum","bio14",66,0.0123288879228031
"R. tomentosum","bio14",67,0.0122373760233648
"R. tomentosum","bio14",68,0.0122889520267876
"R. tomentosum","bio14",69,0.0124697363775506
"R. tomentosum","bio14",70,0.0124976319528338
"R. tomentosum","bio14",71,0.0122557829341182
"R. tomentosum","bio14",72,0.0123369479804363
"R. tomentosum","bio14",73,0.0121694196007432
"R. tomentosum","bio14",74,0.0123643810058264
"R. tomentosum","bio14",75,0.012215548946949
"R. tomentosum","bio14",76,0.0122231621367259
"R. tomentosum","bio14",77,0.0120664872021606
"R. tomentosum","bio14",78,0.0122647888454622
"R. tomentosum","bio14",79,0.0122044179890189
"R. tomentosum","bio14",80,0.0122049575734136
"R. tomentosum","bio14",81,0.0122579209899094
"R. tomentosum","bio14",82,0.0122175401136828
"R. tomentosum","bio14",83,0.0120728402912984
"R. tomentosum","bio14",84,0.0123348062535552
"R. tomentosum","bio14",85,0.0124119939030364
"R. tomentosum","bio14",86,0.0120958128373281
"R. tomentosum","bio14",87,0.0121794215106364
"R. tomentosum","bio14",88,0.0120056722421535
"R. tomentosum","bio14",89,0.0123237596842446
"R. tomentosum","bio14",90,0.0123723873721115
"R. tomentosum","bio14",91,0.0122785587435017
"R. tomentosum","bio14",92,0.0121231222813218
"R. tomentosum","bio14",93,0.0122090491316398
"R. tomentosum","bio14",94,0.0121146819096263
"R. tomentosum","bio14",95,0.0121905140784724
"R. tomentosum","bio14",96,0.0121963769860685
"R. tomentosum","bio14",97,0.0123012880877168
"R. tomentosum","bio14",98,0.012222538243471
"R. tomentosum","bio14",99,0.0120500100969341
"R. tomentosum","bio14",100,0.0121815980906679
"R. tomentosum","bio15",1,0.315727266515529
"R. tomentosum","bio15",2,0.327782109888629
"R. tomentosum","bio15",3,0.320351946766961
"R. tomentosum","bio15",4,0.317173998140895
"R. tomentosum","bio15",5,0.325074772978684
"R. tomentosum","bio15",6,0.324170395423922
"R. tomentosum","bio15",7,0.3194920002772
"R. tomentosum","bio15",8,0.313772042903157
"R. tomentosum","bio15",9,0.311909024438125
"R. tomentosum","bio15",10,0.32024017274351
"R. tomentosum","bio15",11,0.322531010761245
"R. tomentosum","bio15",12,0.318984293519977
"R. tomentosum","bio15",13,0.31875686158081
"R. tomentosum","bio15",14,0.316940129787698
"R. tomentosum","bio15",15,0.326026101717989
"R. tomentosum","bio15",16,0.319151480666552
"R. tomentosum","bio15",17,0.320992817340965
"R. tomentosum","bio15",18,0.323314170140832
"R. tomentosum","bio15",19,0.32285125172603
"R. tomentosum","bio15",20,0.314428882375761
"R. tomentosum","bio15",21,0.325242704508358
"R. tomentosum","bio15",22,0.316779812211096
"R. tomentosum","bio15",23,0.323551865808676
"R. tomentosum","bio15",24,0.318814389603798
"R. tomentosum","bio15",25,0.324015362736218
"R. tomentosum","bio15",26,0.317801658785883
"R. tomentosum","bio15",27,0.319948027190423
"R. tomentosum","bio15",28,0.320858648883154
"R. tomentosum","bio15",29,0.316648379786804
"R. tomentosum","bio15",30,0.320535458946843
"R. tomentosum","bio15",31,0.321545379311674
"R. tomentosum","bio15",32,0.327416968124767
"R. tomentosum","bio15",33,0.31548863514262
"R. tomentosum","bio15",34,0.323495713810565
"R. tomentosum","bio15",35,0.321436056798589
"R. tomentosum","bio15",36,0.319172131516158
"R. tomentosum","bio15",37,0.323152229377453
"R. tomentosum","bio15",38,0.323505782581239
"R. tomentosum","bio15",39,0.321038642588175
"R. tomentosum","bio15",40,0.317227396497345
"R. tomentosum","bio15",41,0.316990714699595
"R. tomentosum","bio15",42,0.32051905240987
"R. tomentosum","bio15",43,0.32337869389662
"R. tomentosum","bio15",44,0.318044196267452
"R. tomentosum","bio15",45,0.318913595669346
"R. tomentosum","bio15",46,0.31959434600943
"R. tomentosum","bio15",47,0.316178105992143
"R. tomentosum","bio15",48,0.320174435361343
"R. tomentosum","bio15",49,0.312129979993789
"R. tomentosum","bio15",50,0.330497451193545
"R. tomentosum","bio15",51,0.321858004731614
"R. tomentosum","bio15",52,0.323458881874672
"R. tomentosum","bio15",53,0.316680258099228
"R. tomentosum","bio15",54,0.320128074052106
"R. tomentosum","bio15",55,0.319388296491391
"R. tomentosum","bio15",56,0.324140413683643
"R. tomentosum","bio15",57,0.315728548715823
"R. tomentosum","bio15",58,0.31981250388859
"R. tomentosum","bio15",59,0.314249907655514
"R. tomentosum","bio15",60,0.32685893376368
"R. tomentosum","bio15",61,0.320497858508294
"R. tomentosum","bio15",62,0.312779107595222
"R. tomentosum","bio15",63,0.31732924857477
"R. tomentosum","bio15",64,0.323823817941131
"R. tomentosum","bio15",65,0.320399290734495
"R. tomentosum","bio15",66,0.319095932183518
"R. tomentosum","bio15",67,0.31790182554274
"R. tomentosum","bio15",68,0.322437077934454
"R. tomentosum","bio15",69,0.316618580080027
"R. tomentosum","bio15",70,0.315939198245434
"R. tomentosum","bio15",71,0.318630034285139
"R. tomentosum","bio15",72,0.319150774686785
"R. tomentosum","bio15",73,0.317888277685356
"R. tomentosum","bio15",74,0.321493562507851
"R. tomentosum","bio15",75,0.313333981630469
"R. tomentosum","bio15",76,0.323069249263967
"R. tomentosum","bio15",77,0.320047343597271
"R. tomentosum","bio15",78,0.315527110218283
"R. tomentosum","bio15",79,0.317674436231513
"R. tomentosum","bio15",80,0.323316987893401
"R. tomentosum","bio15",81,0.327091921132863
"R. tomentosum","bio15",82,0.322300103842088
"R. tomentosum","bio15",83,0.323308071703684
"R. tomentosum","bio15",84,0.316365340229744
"R. tomentosum","bio15",85,0.31851745837613
"R. tomentosum","bio15",86,0.319497340550441
"R. tomentosum","bio15",87,0.315323659147297
"R. tomentosum","bio15",88,0.325798240760781
"R. tomentosum","bio15",89,0.322825872457857
"R. tomentosum","bio15",90,0.319582387735895
"R. tomentosum","bio15",91,0.320425861065118
"R. tomentosum","bio15",92,0.321910614433316
"R. tomentosum","bio15",93,0.327829618633081
"R. tomentosum","bio15",94,0.308056157833483
"R. tomentosum","bio15",95,0.319943710285716
"R. tomentosum","bio15",96,0.32185215267137
"R. tomentosum","bio15",97,0.317846085242497
"R. tomentosum","bio15",98,0.32051964051858
"R. tomentosum","bio15",99,0.317632356323624
"R. tomentosum","bio15",100,0.321674970315535
"R. tomentosum","elevation",1,0.457855886316767
"R. tomentosum","elevation",2,0.458088604602777
"R. tomentosum","elevation",3,0.456987044116898
"R. tomentosum","elevation",4,0.455370527324984
"R. tomentosum","elevation",5,0.460812664066364
"R. tomentosum","elevation",6,0.464907480965509
"R. tomentosum","elevation",7,0.460196130212207
"R. tomentosum","elevation",8,0.456156318845622
"R. tomentosum","elevation",9,0.460232827092747
"R. tomentosum","elevation",10,0.466317615711588
"R. tomentosum","elevation",11,0.452933905242238
"R. tomentosum","elevation",12,0.456609347186437
"R. tomentosum","elevation",13,0.453053058885986
"R. tomentosum","elevation",14,0.467233870482306
"R. tomentosum","elevation",15,0.452660088160912
"R. tomentosum","elevation",16,0.452067877807305
"R. tomentosum","elevation",17,0.46208452811319
"R. tomentosum","elevation",18,0.457861622487127
"R. tomentosum","elevation",19,0.449949653677542
"R. tomentosum","elevation",20,0.453239522944984
"R. tomentosum","elevation",21,0.451590844222332
"R. tomentosum","elevation",22,0.468223202795888
"R. tomentosum","elevation",23,0.460892220721305
"R. tomentosum","elevation",24,0.453692686025923
"R. tomentosum","elevation",25,0.455744789326594
"R. tomentosum","elevation",26,0.46647469379744
"R. tomentosum","elevation",27,0.457766400246386
"R. tomentosum","elevation",28,0.4580841454295
"R. tomentosum","elevation",29,0.460014484693821
"R. tomentosum","elevation",30,0.456531684150541
"R. tomentosum","elevation",31,0.454416498364805
"R. tomentosum","elevation",32,0.457095244287723
"R. tomentosum","elevation",33,0.454438374987576
"R. tomentosum","elevation",34,0.453723717755631
"R. tomentosum","elevation",35,0.449826155376905
"R. tomentosum","elevation",36,0.462419683025458
"R. tomentosum","elevation",37,0.46263547689297
"R. tomentosum","elevation",38,0.463924204229473
"R. tomentosum","elevation",39,0.454518931855458
"R. tomentosum","elevation",40,0.462469821155065
"R. tomentosum","elevation",41,0.452223579432018
"R. tomentosum","elevation",42,0.452787402273608
"R. tomentosum","elevation",43,0.461982771299696
"R. tomentosum","elevation",44,0.465687345352984
"R. tomentosum","elevation",45,0.454086281552953
"R. tomentosum","elevation",46,0.457769460577087
"R. tomentosum","elevation",47,0.458701814718327
"R. tomentosum","elevation",48,0.458042429015263
"R. tomentosum","elevation",49,0.458652996607991
"R. tomentosum","elevation",50,0.458386129646014
"R. tomentosum","elevation",51,0.459948148910621
"R. tomentosum","elevation",52,0.452572121507631
"R. tomentosum","elevation",53,0.446659115956881
"R. tomentosum","elevation",54,0.460115823033235
"R. tomentosum","elevation",55,0.456123943073981
"R. tomentosum","elevation",56,0.463949169808239
"R. tomentosum","elevation",57,0.460813879178071
"R. tomentosum","elevation",58,0.457720637340165
"R. tomentosum","elevation",59,0.455648994690461
"R. tomentosum","elevation",60,0.456588870428182
"R. tomentosum","elevation",61,0.452722538914215
"R. tomentosum","elevation",62,0.456496942287564
"R. tomentosum","elevation",63,0.456116694530225
"R. tomentosum","elevation",64,0.465612164067747
"R. tomentosum","elevation",65,0.462155276628838
"R. tomentosum","elevation",66,0.457437841056416
"R. tomentosum","elevation",67,0.460712429473993
"R. tomentosum","elevation",68,0.455281209262527
"R. tomentosum","elevation",69,0.462935040146992
"R. tomentosum","elevation",70,0.455745184147985
"R. tomentosum","elevation",71,0.450401343393209
"R. tomentosum","elevation",72,0.457343891854759
"R. tomentosum","elevation",73,0.464991826167137
"R. tomentosum","elevation",74,0.461318488216919
"R. tomentosum","elevation",75,0.457181295891902
"R. tomentosum","elevation",76,0.46236312695472
"R. tomentosum","elevation",77,0.452261593133888
"R. tomentosum","elevation",78,0.452916431823562
"R. tomentosum","elevation",79,0.458682599196944
"R. tomentosum","elevation",80,0.455346662267417
"R. tomentosum","elevation",81,0.449528331310799
"R. tomentosum","elevation",82,0.454131989862786
"R. tomentosum","elevation",83,0.459722875478332
"R. tomentosum","elevation",84,0.461398076460837
"R. tomentosum","elevation",85,0.46151142240505
"R. tomentosum","elevation",86,0.456640901355187
"R. tomentosum","elevation",87,0.451503607146812
"R. tomentosum","elevation",88,0.449583305117719
"R. tomentosum","elevation",89,0.461199926018202
"R. tomentosum","elevation",90,0.461200798037599
"R. tomentosum","elevation",91,0.459092246639565
"R. tomentosum","elevation",92,0.456799673210882
"R. tomentosum","elevation",93,0.447708510657873
"R. tomentosum","elevation",94,0.461418446770702
"R. tomentosum","elevation",95,0.455424448269114
"R. tomentosum","elevation",96,0.456128628211815
"R. tomentosum","elevation",97,0.455085286580229
"R. tomentosum","elevation",98,0.457824084290851
"R. tomentosum","elevation",99,0.455546845245948
"R. tomentosum","elevation",100,0.456247705452185
"R. tomentosum","pop_density",1,0.0290485137407697
"R. tomentosum","pop_density",2,0.0279512225313723
"R. tomentosum","pop_density",3,0.0287013647275268
"R. tomentosum","pop_density",4,0.0288762154208968
"R. tomentosum","pop_density",5,0.0286490474563519
"R. tomentosum","pop_density",6,0.0288921989885196
"R. tomentosum","pop_density",7,0.0279075335981881
"R. tomentosum","pop_density",8,0.0291643732087157
"R. tomentosum","pop_density",9,0.0284659872292851
"R. tomentosum","pop_density",10,0.0286967595521004
"R. tomentosum","pop_density",11,0.028395498907254
"R. tomentosum","pop_density",12,0.0295866693197196
"R. tomentosum","pop_density",13,0.0293103556066948
"R. tomentosum","pop_density",14,0.028296972931148
"R. tomentosum","pop_density",15,0.0283599179677192
"R. tomentosum","pop_density",16,0.029080730878321
"R. tomentosum","pop_density",17,0.0289246506794106
"R. tomentosum","pop_density",18,0.0300248905813912
"R. tomentosum","pop_density",19,0.0284308981231918
"R. tomentosum","pop_density",20,0.0286181136584464
"R. tomentosum","pop_density",21,0.0285925962147779
"R. tomentosum","pop_density",22,0.0295603294868555
"R. tomentosum","pop_density",23,0.0288895446498985
"R. tomentosum","pop_density",24,0.028055786337114
"R. tomentosum","pop_density",25,0.0282765686293864
"R. tomentosum","pop_density",26,0.0286088495785767
"R. tomentosum","pop_density",27,0.0289164581176737
"R. tomentosum","pop_density",28,0.0281034126040528
"R. tomentosum","pop_density",29,0.0289162978459493
"R. tomentosum","pop_density",30,0.0297328118859519
"R. tomentosum","pop_density",31,0.0286120808778991
"R. tomentosum","pop_density",32,0.0281609164212767
"R. tomentosum","pop_density",33,0.0281262593126369
"R. tomentosum","pop_density",34,0.0282949731916039
"R. tomentosum","pop_density",35,0.0289098624557015
"R. tomentosum","pop_density",36,0.0286639776630866
"R. tomentosum","pop_density",37,0.0292419444664929
"R. tomentosum","pop_density",38,0.0287915440603511
"R. tomentosum","pop_density",39,0.0288195763269143
"R. tomentosum","pop_density",40,0.0294033251569478
"R. tomentosum","pop_density",41,0.0284245751275722
"R. tomentosum","pop_density",42,0.0280408377908942
"R. tomentosum","pop_density",43,0.0289937245986328
"R. tomentosum","pop_density",44,0.0290051924148222
"R. tomentosum","pop_density",45,0.0287561695704328
"R. tomentosum","pop_density",46,0.0289557985775324
"R. tomentosum","pop_density",47,0.0284720794231289
"R. tomentosum","pop_density",48,0.0284575813258674
"R. tomentosum","pop_density",49,0.0288810029560304
"R. tomentosum","pop_density",50,0.0290349139943911
"R. tomentosum","pop_density",51,0.0285082954266669
"R. tomentosum","pop_density",52,0.0282282151839874
"R. tomentosum","pop_density",53,0.0283200643024141
"R. tomentosum","pop_density",54,0.0292182251807335
"R. tomentosum","pop_density",55,0.0292403756846553
"R. tomentosum","pop_density",56,0.0287916970405073
"R. tomentosum","pop_density",57,0.0278206565926048
"R. tomentosum","pop_density",58,0.0291741436522147
"R. tomentosum","pop_density",59,0.0290879711717916
"R. tomentosum","pop_density",60,0.0287183969326064
"R. tomentosum","pop_density",61,0.0282973923843005
"R. tomentosum","pop_density",62,0.0297199920437723
"R. tomentosum","pop_density",63,0.0285160227744927
"R. tomentosum","pop_density",64,0.0279441412829663
"R. tomentosum","pop_density",65,0.0286278414166565
"R. tomentosum","pop_density",66,0.0285623464849396
"R. tomentosum","pop_density",67,0.028428152126996
"R. tomentosum","pop_density",68,0.029620341766413
"R. tomentosum","pop_density",69,0.0286852201240294
"R. tomentosum","pop_density",70,0.0295451843721972
"R. tomentosum","pop_density",71,0.0280457234199735
"R. tomentosum","pop_density",72,0.0294122095561613
"R. tomentosum","pop_density",73,0.0287544298489869
"R. tomentosum","pop_density",74,0.0288462437330107
"R. tomentosum","pop_density",75,0.0287485747717319
"R. tomentosum","pop_density",76,0.0291589017065577
"R. tomentosum","pop_density",77,0.0283815482847123
"R. tomentosum","pop_density",78,0.0287744958764056
"R. tomentosum","pop_density",79,0.0285238808918403
"R. tomentosum","pop_density",80,0.0288169410391726
"R. tomentosum","pop_density",81,0.0283215646004894
"R. tomentosum","pop_density",82,0.0286482347669187
"R. tomentosum","pop_density",83,0.0290499872484891
"R. tomentosum","pop_density",84,0.0287907316675754
"R. tomentosum","pop_density",85,0.0286099876381831
"R. tomentosum","pop_density",86,0.0287569125495483
"R. tomentosum","pop_density",87,0.0295957616964349
"R. tomentosum","pop_density",88,0.0282560535040064
"R. tomentosum","pop_density",89,0.0281226907713273
"R. tomentosum","pop_density",90,0.0285927513137225
"R. tomentosum","pop_density",91,0.0287290875993789
"R. tomentosum","pop_density",92,0.0285470111529234
"R. tomentosum","pop_density",93,0.0284090608723297
"R. tomentosum","pop_density",94,0.0289318619046092
"R. tomentosum","pop_density",95,0.0293177415709035
"R. tomentosum","pop_density",96,0.0289772418425058
"R. tomentosum","pop_density",97,0.0282633290818785
"R. tomentosum","pop_density",98,0.0285105345426663
"R. tomentosum","pop_density",99,0.0287563466952448
"R. tomentosum","pop_density",100,0.0288104564723893
"R. tomentosum","slope",1,0.0633174692244987
"R. tomentosum","slope",2,0.0626858820169991
"R. tomentosum","slope",3,0.0628492558518919
"R. tomentosum","slope",4,0.0631711594933709
"R. tomentosum","slope",5,0.0627080249027802
"R. tomentosum","slope",6,0.0621718978015156
"R. tomentosum","slope",7,0.0625430909760946
"R. tomentosum","slope",8,0.0630838298907911
"R. tomentosum","slope",9,0.064233584669582
"R. tomentosum","slope",10,0.062695571893284
"R. tomentosum","slope",11,0.0625753605972715
"R. tomentosum","slope",12,0.0635563809160701
"R. tomentosum","slope",13,0.0625241757303754
